,Vehicle_Class,Vehicle_Category,Month,month_sin,month_cos,State_EV_Group,Days_Since_Start,Log_EV_Sales_Quantity
10594,9,3,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10595,13,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10596,19,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10597,20,3,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10598,22,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10599,26,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10600,33,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10601,31,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.693147181
10602,32,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10603,38,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10604,39,2,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10605,40,2,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10606,43,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10607,46,3,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10608,47,3,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10609,50,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10610,51,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10611,54,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10612,58,1,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10613,59,1,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10614,63,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10615,71,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10616,0,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10617,1,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,1.386294361
10618,2,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10619,9,3,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10620,11,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10621,15,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10622,19,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10623,20,3,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10624,18,1,-1.275138181,1.213642851,0.686047773,2,-1.0303236,3.713572067
10625,21,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10626,22,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10627,25,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10628,26,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10629,27,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.693147181
10630,33,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10631,31,0,-1.275138181,1.213642851,0.686047773,2,-1.0303236,2.079441542
10632,32,0,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10633,36,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10634,38,0,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.693147181
10635,39,2,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10636,40,2,-1.275138181,1.213642851,0.686047773,2,-1.0303236,1.098612289
10637,43,0,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10638,51,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10639,54,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10640,58,1,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10641,59,1,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.693147181
10642,63,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10643,0,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10644,1,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10645,2,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10646,9,3,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10647,14,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10648,21,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10649,26,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10650,33,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10651,31,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10652,32,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10653,38,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10654,39,2,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10655,40,2,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10656,58,1,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10657,59,1,-1.275138181,1.213642851,0.686047773,1,-1.0303236,3.610917913
10658,63,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10659,64,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10660,66,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10661,0,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10662,1,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10663,2,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10664,5,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10665,9,3,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10666,11,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10667,12,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10668,13,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10669,14,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10670,15,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10671,16,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10672,19,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10673,20,3,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10674,17,1,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10675,21,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10676,22,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10677,25,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10678,26,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10679,27,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10680,33,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10681,31,0,-1.275138181,1.213642851,0.686047773,0,-1.0303236,2.302585093
10682,32,0,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10683,38,0,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10684,39,2,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.693147181
10685,40,2,-1.275138181,1.213642851,0.686047773,0,-1.0303236,3.218875825
10686,43,0,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10687,45,0,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10688,46,3,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10689,47,3,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10690,48,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10691,49,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10692,50,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10693,51,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10694,58,1,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10695,59,1,-1.275138181,1.213642851,0.686047773,0,-1.0303236,2.302585093
10696,60,1,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10697,63,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10698,64,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10699,65,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.693147181
10700,66,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10701,67,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10702,69,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10703,70,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10704,71,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10705,0,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10706,1,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10707,2,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10708,5,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10709,7,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10710,9,3,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10711,12,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10712,13,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10713,15,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10714,19,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10715,20,3,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10716,22,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10717,25,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10718,26,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10719,28,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10720,33,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10721,31,0,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10722,38,0,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10723,39,2,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10724,40,2,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10725,43,0,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10726,50,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10727,51,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10728,55,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10729,58,1,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10730,59,1,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10731,60,1,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10732,61,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10733,69,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10734,70,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10735,2,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10736,9,3,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10737,26,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10738,33,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10739,31,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10740,39,2,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10741,40,2,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10742,0,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10743,1,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.693147181
10744,2,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10745,3,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10746,5,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10747,9,3,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10748,10,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10749,12,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10750,13,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10751,15,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10752,16,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10753,19,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10754,18,1,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10755,22,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10756,23,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10757,24,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10758,25,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10759,26,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10760,27,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10761,33,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10762,31,0,-1.275138181,1.213642851,0.686047773,0,-1.0303236,4.369447852
10763,32,0,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10764,34,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10765,36,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10766,38,0,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.693147181
10767,39,2,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10768,40,2,-1.275138181,1.213642851,0.686047773,0,-1.0303236,2.079441542
10769,45,0,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10770,50,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10771,51,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10772,58,1,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10773,59,1,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10774,60,1,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10775,62,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10776,61,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10777,63,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10778,65,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10779,66,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10780,67,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10781,69,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10782,70,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10783,71,4,-1.275138181,1.213642851,0.686047773,0,-1.0303236,0.0
10784,2,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10785,9,3,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10786,19,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10787,26,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10788,33,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10789,31,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10790,32,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10791,39,2,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10792,40,2,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.693147181
10793,45,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10794,54,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10795,59,1,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10796,66,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10797,0,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10798,1,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10799,2,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10800,5,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10801,9,3,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10802,13,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10803,15,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10804,16,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10805,20,3,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10806,18,1,-1.275138181,1.213642851,0.686047773,1,-1.0303236,3.713572067
10807,17,1,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.693147181
10808,22,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10809,23,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10810,26,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10811,27,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10812,33,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10813,31,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,1.386294361
10814,38,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10815,39,2,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10816,40,2,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10817,47,3,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10818,50,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10819,55,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10820,58,1,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10821,59,1,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10822,64,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10823,65,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10824,66,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10825,71,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10826,9,3,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10827,13,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10828,19,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10829,22,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10830,26,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10831,33,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10832,31,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10833,38,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10834,39,2,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10835,40,2,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10836,43,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10837,59,1,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10838,1,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10839,2,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10840,9,3,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10841,13,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10842,14,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10843,15,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10844,26,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10845,33,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10846,31,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10847,38,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10848,39,2,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10849,40,2,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10850,59,1,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10851,0,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10852,1,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10853,2,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10854,5,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10855,9,3,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10856,13,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10857,15,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10858,19,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10859,20,3,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10860,21,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10861,22,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10862,26,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10863,27,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10864,30,2,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10865,33,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10866,31,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.693147181
10867,32,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10868,38,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10869,39,2,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10870,40,2,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10871,43,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10872,46,3,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10873,47,3,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10874,50,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10875,51,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10876,58,1,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10877,59,1,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10878,63,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10879,64,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10880,66,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10881,71,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10882,0,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10883,1,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10884,2,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10885,9,3,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10886,15,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10887,19,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10888,20,3,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10889,18,1,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10890,21,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10891,23,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10892,26,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10893,27,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10894,33,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10895,31,0,-1.275138181,1.213642851,0.686047773,2,-1.0303236,1.791759469
10896,38,0,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10897,39,2,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10898,40,2,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10899,43,0,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10900,46,3,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10901,58,1,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10902,59,1,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.693147181
10903,63,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10904,65,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10905,66,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10906,67,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10907,0,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10908,1,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10909,2,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10910,9,3,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10911,13,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10912,20,3,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10913,26,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10914,27,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10915,33,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10916,31,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10917,38,0,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10918,39,2,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10919,40,2,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10920,46,3,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10921,59,1,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10922,63,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10923,66,4,-1.275138181,1.213642851,0.686047773,1,-1.0303236,0.0
10924,0,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10925,1,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10926,2,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10927,5,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10928,9,3,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10929,10,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10930,13,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10931,15,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10932,16,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10933,19,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10934,20,3,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10935,18,1,-1.275138181,1.213642851,0.686047773,2,-1.0303236,5.59471138
10936,21,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10937,22,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10938,23,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10939,25,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10940,26,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10941,27,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10942,33,4,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10943,31,0,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10944,32,0,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10945,38,0,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10946,39,2,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
10947,40,2,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.693147181
10948,43,0,-1.275138181,1.213642851,0.686047773,2,-1.0303236,0.0
