,Vehicle_Class,Vehicle_Category,Month,month_sin,month_cos,State_EV_Group,Days_Since_Start,Log_EV_Sales_Quantity
57650,40,2,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,1.386294361
57651,45,0,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.693147181
57652,54,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57653,58,1,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57654,59,1,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57655,60,1,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57656,0,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57657,1,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57658,9,3,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57659,13,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57660,15,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57661,19,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57662,25,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57663,26,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57664,33,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57665,31,0,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57666,38,0,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57667,39,2,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57668,40,2,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57669,42,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57670,43,0,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57671,59,1,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57672,66,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57673,0,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57674,1,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57675,2,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57676,9,3,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57677,12,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57678,13,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57679,15,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57680,19,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57681,20,3,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57682,21,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57683,22,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57684,23,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57685,25,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57686,26,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57687,27,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57688,28,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57689,33,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57690,31,0,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.693147181
57691,32,0,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57692,38,0,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.693147181
57693,39,2,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57694,40,2,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57695,43,0,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57696,45,0,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57697,46,3,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57698,55,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57699,58,1,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57700,59,1,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.693147181
57701,62,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57702,63,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57703,65,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.693147181
57704,66,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57705,69,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57706,71,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57707,1,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57708,2,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57709,9,3,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57710,13,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57711,19,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57712,20,3,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57713,22,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57714,26,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57715,33,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57716,31,0,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57717,38,0,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57718,39,2,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57719,40,2,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57720,43,0,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57721,46,3,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57722,47,3,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57723,50,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57724,51,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57725,58,1,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57726,59,1,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57727,63,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57728,65,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57729,0,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57730,1,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.693147181
57731,2,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57732,3,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57733,8,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57734,9,3,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57735,11,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57736,13,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57737,15,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57738,19,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57739,20,3,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57740,21,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57741,22,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57742,23,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57743,24,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57744,26,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57745,27,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57746,30,2,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57747,33,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57748,31,0,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57749,32,0,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57750,38,0,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57751,39,2,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57752,40,2,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57753,46,3,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57754,54,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57755,58,1,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57756,59,1,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57757,63,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57758,67,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57759,1,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57760,2,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57761,5,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57762,9,3,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57763,14,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57764,21,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57765,26,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57766,33,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57767,31,0,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57768,38,0,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57769,39,2,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57770,40,2,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57771,58,1,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57772,59,1,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,1.945910149
57773,63,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57774,64,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57775,66,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57776,69,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57777,0,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57778,1,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.693147181
57779,2,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57780,5,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57781,9,3,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57782,10,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57783,12,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57784,13,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57785,15,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57786,19,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57787,20,3,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57788,21,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57789,22,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57790,23,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57791,26,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57792,29,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57793,33,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57794,31,0,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,2.197224577
57795,32,0,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.693147181
57796,34,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57797,38,0,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57798,39,2,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,2.079441542
57799,40,2,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,3.761200116
57800,43,0,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57801,45,0,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57802,46,3,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57803,47,3,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57804,49,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57805,50,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57806,51,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57807,55,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57808,58,1,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57809,59,1,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,1.386294361
57810,60,1,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57811,63,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57812,65,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,1.609437912
57813,66,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57814,70,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57815,71,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57816,0,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57817,1,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57818,2,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57819,5,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57820,9,3,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57821,11,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57822,13,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57823,15,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57824,19,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57825,20,3,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57826,22,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57827,25,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57828,26,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57829,33,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57830,31,0,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.693147181
57831,39,2,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57832,40,2,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.693147181
57833,47,3,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57834,50,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57835,51,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57836,55,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57837,58,1,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57838,59,1,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57839,60,1,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57840,1,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57841,9,3,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57842,26,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57843,33,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57844,31,0,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57845,39,2,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57846,40,2,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57847,43,0,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57848,0,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57849,1,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57850,2,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57851,5,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57852,7,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57853,9,3,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57854,11,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57855,12,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57856,13,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57857,15,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57858,16,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57859,19,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57860,20,3,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57861,22,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57862,23,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57863,25,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57864,26,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57865,27,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57866,28,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57867,30,2,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57868,33,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57869,31,0,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,4.369447852
57870,32,0,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57871,35,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57872,38,0,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,1.791759469
57873,39,2,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57874,40,2,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,1.791759469
57875,45,0,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57876,46,3,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57877,51,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57878,58,1,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57879,59,1,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57880,60,1,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57881,62,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57882,63,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57883,65,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57884,66,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57885,67,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57886,69,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57887,70,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57888,71,4,0.44444153,-1.233007654,-0.730222769,0,-1.203858342,0.0
57889,2,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57890,9,3,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57891,11,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57892,13,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57893,22,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57894,26,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57895,33,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57896,31,0,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57897,38,0,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57898,39,2,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57899,40,2,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57900,58,1,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57901,59,1,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57902,63,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57903,66,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57904,0,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57905,1,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57906,2,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57907,9,3,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57908,13,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57909,15,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57910,16,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57911,20,3,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57912,18,1,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,2.564949357
57913,17,1,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.693147181
57914,22,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57915,23,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57916,26,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57917,27,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57918,33,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57919,31,0,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57920,38,0,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57921,39,2,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57922,40,2,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57923,47,3,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57924,50,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57925,55,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57926,58,1,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57927,59,1,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57928,64,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57929,65,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57930,66,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57931,71,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57932,2,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57933,22,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57934,26,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57935,33,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57936,31,0,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57937,38,0,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57938,39,2,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57939,40,2,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57940,50,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57941,59,1,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57942,1,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57943,2,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57944,9,3,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57945,13,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57946,14,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57947,15,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57948,26,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57949,33,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57950,31,0,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57951,32,0,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57952,38,0,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57953,39,2,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57954,40,2,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.693147181
57955,58,1,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57956,59,1,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57957,0,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57958,1,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57959,2,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57960,9,3,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57961,13,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57962,15,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57963,20,3,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57964,18,1,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,1.098612289
57965,21,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57966,26,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57967,28,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57968,33,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57969,31,0,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57970,32,0,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57971,38,0,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57972,39,2,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57973,40,2,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57974,43,0,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57975,46,3,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57976,47,3,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57977,50,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57978,51,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57979,58,1,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57980,59,1,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57981,63,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57982,64,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57983,65,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57984,66,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57985,70,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57986,71,4,0.44444153,-1.233007654,-0.730222769,1,-1.203858342,0.0
57987,0,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57988,1,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57989,2,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57990,9,3,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57991,13,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57992,15,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57993,19,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57994,20,3,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57995,21,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
57996,22,4,0.44444153,-1.233007654,-0.730222769,2,-1.203858342,0.0
