Month,State_EV_Group,Vehicle_Category,Vehicle_Class,Log_EV_Sales_Quantityy,Type,exp-1,State_EV_Category_1,Vehicle_Category_1
12,0,2,18,2.8413115,Forecast,2.781190842,High-EV-Adoption-States,4-Wheelers
12,2,2,18,1.7362831,Forecast,1.542487156,Moderate-EV-Adoption-States,4-Wheelers
12,1,2,18,0.87847483,Forecast,0.341620019,Low-EV-Adoption-States,4-Wheelers
12,0,2,19,0.9401192,Forecast,0.444869514,High-EV-Adoption-States,4-Wheelers
12,2,2,19,0.5523781,Forecast,-0.304652225,Moderate-EV-Adoption-States,4-Wheelers
12,1,2,19,0.34059227,Forecast,-0.901944273,Low-EV-Adoption-States,4-Wheelers
12,0,0,20,2.3501701,Forecast,2.249959698,High-EV-Adoption-States,2-Wheelers
12,2,0,20,2.0814543,Forecast,1.948210114,Moderate-EV-Adoption-States,2-Wheelers
12,1,0,20,0.34040797,Forecast,-0.902582905,Low-EV-Adoption-States,2-Wheelers
12,0,0,21,3.7403693,Forecast,3.716337503,High-EV-Adoption-States,2-Wheelers
12,2,0,21,2.71844,Forecast,2.650185143,Moderate-EV-Adoption-States,2-Wheelers
12,1,0,21,2.4077666,Forecast,2.313438215,Low-EV-Adoption-States,2-Wheelers
12,0,0,22,2.4114075,Forecast,2.317438555,High-EV-Adoption-States,2-Wheelers
12,2,0,22,2.192409,Forecast,2.074022383,Moderate-EV-Adoption-States,2-Wheelers
12,1,0,22,2.0338326,Forecast,1.893612455,Low-EV-Adoption-States,2-Wheelers
12,0,3,23,-0.39676425,Forecast,#NUM!,High-EV-Adoption-States,Bus
12,2,3,23,-0.00774291,Forecast,#NUM!,Moderate-EV-Adoption-States,Bus
12,1,3,23,-0.1657569,Forecast,#NUM!,Low-EV-Adoption-States,Bus
12,0,2,24,1.070984,Forecast,0.651413127,High-EV-Adoption-States,4-Wheelers
12,2,2,24,0.4359882,Forecast,-0.604238271,Moderate-EV-Adoption-States,4-Wheelers
12,1,2,24,0.2368108,Forecast,-1.31975282,Low-EV-Adoption-States,4-Wheelers
12,0,2,25,1.6238885,Forecast,1.404325202,High-EV-Adoption-States,4-Wheelers
12,2,2,25,0.537793,Forecast,-0.339363075,Moderate-EV-Adoption-States,4-Wheelers
12,1,2,25,0.33095405,Forecast,-0.935739094,Low-EV-Adoption-States,4-Wheelers
12,0,2,26,0.86061656,Forecast,0.310874663,High-EV-Adoption-States,4-Wheelers
12,2,2,26,1.5537472,Forecast,1.316182504,Moderate-EV-Adoption-States,4-Wheelers
12,1,2,26,0.5100042,Forecast,-0.407519934,Low-EV-Adoption-States,4-Wheelers
12,0,4,27,-0.007963559,Forecast,#NUM!,High-EV-Adoption-States,Others
12,2,4,27,0.001859584,Forecast,-6.286472536,Moderate-EV-Adoption-States,Others
12,1,4,27,0.02920839,Forecast,-3.51865954,Low-EV-Adoption-States,Others
12,0,1,28,2.846247,Forecast,2.786431369,High-EV-Adoption-States,3-Wheelers
12,2,1,28,2.8486989,Forecast,2.789034209,Moderate-EV-Adoption-States,3-Wheelers
12,1,1,28,2.7367594,Forecast,2.669785988,Low-EV-Adoption-States,3-Wheelers
12,0,1,29,3.1859949,Forecast,3.143779123,High-EV-Adoption-States,3-Wheelers
12,2,1,29,4.2853017,Forecast,4.271436555,Moderate-EV-Adoption-States,3-Wheelers
12,1,1,29,4.4676886,Forecast,4.456148462,Low-EV-Adoption-States,3-Wheelers
12,0,1,30,3.0457647,Forecast,2.997036608,High-EV-Adoption-States,3-Wheelers
12,2,1,30,2.0266328,Forecast,1.885324388,Moderate-EV-Adoption-States,3-Wheelers
12,1,1,30,1.4338616,Forecast,1.161545413,Low-EV-Adoption-States,3-Wheelers
12,0,4,31,0.6664093,Forecast,-0.054210362,High-EV-Adoption-States,Others
12,2,4,31,0.3400039,Forecast,-0.903984095,Moderate-EV-Adoption-States,Others
12,1,4,31,0.31596956,Forecast,-0.989968209,Low-EV-Adoption-States,Others
