Month,State_EV_Group,Vehicle_Category,Vehicle_Class,Log_EV_Sales_Quantity1,Type,Log_EV_Sales_Quantity,State_EV_Category_1,Vehicle_Category_1
12,0,3,9,0.5342234,Forecast,1.0684468,High-EV-Adoption-States,Bus
12,2,3,9,0.20294528,Forecast,0.40589056,Moderate-EV-Adoption-States,Bus
12,1,3,9,0.11416321,Forecast,0.22832642,Low-EV-Adoption-States,Bus
12,0,1,8,1.3850206,Forecast,2.7700412,High-EV-Adoption-States,3-Wheelers
12,2,1,8,0.5065998,Forecast,1.0131996,Moderate-EV-Adoption-States,3-Wheelers
12,1,1,8,-0.22874783,Forecast,-0.45749566,Low-EV-Adoption-States,3-Wheelers
12,0,1,7,1.3111464,Forecast,2.6222928,High-EV-Adoption-States,3-Wheelers
12,2,1,7,1.3069906,Forecast,2.6139812,Moderate-EV-Adoption-States,3-Wheelers
12,1,1,7,1.1039145,Forecast,2.207829,Low-EV-Adoption-States,3-Wheelers
12,0,4,10,-0.07883149,Forecast,-0.15766298,High-EV-Adoption-States,Others
12,2,4,10,0.03311503,Forecast,0.06623006,Moderate-EV-Adoption-States,Others
12,1,4,10,-0.048724033,Forecast,-0.097448066,Low-EV-Adoption-States,Others
12,0,4,11,-0.024897536,Forecast,-0.049795072,High-EV-Adoption-States,Others
12,2,4,11,0.008237246,Forecast,0.016474491,Moderate-EV-Adoption-States,Others
12,1,4,11,-0.033815887,Forecast,-0.067631774,Low-EV-Adoption-States,Others
12,0,2,12,3.3583803,Forecast,6.7167606,High-EV-Adoption-States,4-Wheelers
12,2,2,12,0.7966347,Forecast,1.5932694,Moderate-EV-Adoption-States,4-Wheelers
12,1,2,12,0.4066296,Forecast,0.8132592,Low-EV-Adoption-States,4-Wheelers
12,0,2,15,0.6061127,Forecast,1.2122254,High-EV-Adoption-States,4-Wheelers
12,2,2,15,1.4116862,Forecast,2.8233724,Moderate-EV-Adoption-States,4-Wheelers
12,1,2,15,0.22238892,Forecast,0.44477784,Low-EV-Adoption-States,4-Wheelers
12,0,0,13,3.6461127,Forecast,7.2922254,High-EV-Adoption-States,2-Wheelers
12,2,0,13,3.0151277,Forecast,6.0302554,Moderate-EV-Adoption-States,2-Wheelers
12,1,0,13,1.2307273,Forecast,2.4614546,Low-EV-Adoption-States,2-Wheelers
12,0,0,14,0.56405866,Forecast,1.12811732,High-EV-Adoption-States,2-Wheelers
12,2,0,14,1.2024287,Forecast,2.4048574,Moderate-EV-Adoption-States,2-Wheelers
12,1,0,14,-0.724553,Forecast,-1.449106,Low-EV-Adoption-States,2-Wheelers
12,0,4,16,-0.030109761,Forecast,-0.060219522,High-EV-Adoption-States,Others
12,2,4,16,0.028462311,Forecast,0.056924622,Moderate-EV-Adoption-States,Others
12,1,4,16,-0.003000733,Forecast,-0.006001466,Low-EV-Adoption-States,Others
12,0,0,17,2.403852,Forecast,4.807704,High-EV-Adoption-States,2-Wheelers
12,2,0,17,1.963549,Forecast,3.927098,Moderate-EV-Adoption-States,2-Wheelers
12,1,0,17,1.7861508,Forecast,3.5723016,Low-EV-Adoption-States,2-Wheelers
12,0,2,18,2.8857613,Forecast,5.7715226,High-EV-Adoption-States,4-Wheelers
12,2,2,18,1.5446225,Forecast,3.089245,Moderate-EV-Adoption-States,4-Wheelers
12,1,2,18,0.5078911,Forecast,1.0157822,Low-EV-Adoption-States,4-Wheelers
12,0,2,19,0.81412804,Forecast,1.62825608,High-EV-Adoption-States,4-Wheelers
12,2,2,19,0.38203588,Forecast,0.76407176,Moderate-EV-Adoption-States,4-Wheelers
12,1,2,19,6.09E-05,Forecast,0.000121701,Low-EV-Adoption-States,4-Wheelers
12,0,0,20,1.6188633,Forecast,3.2377266,High-EV-Adoption-States,2-Wheelers
12,2,0,20,2.627756,Forecast,5.255512,Moderate-EV-Adoption-States,2-Wheelers
12,1,0,20,0.7019989,Forecast,1.4039978,Low-EV-Adoption-States,2-Wheelers
12,0,0,21,3.635342,Forecast,7.270684,High-EV-Adoption-States,2-Wheelers
12,2,0,21,2.575423,Forecast,5.150846,Moderate-EV-Adoption-States,2-Wheelers
12,1,0,21,1.7941656,Forecast,3.5883312,Low-EV-Adoption-States,2-Wheelers
12,0,0,22,1.3203024,Forecast,2.6406048,High-EV-Adoption-States,2-Wheelers
12,2,0,22,1.4901437,Forecast,2.9802874,Moderate-EV-Adoption-States,2-Wheelers
12,1,0,22,1.2912637,Forecast,2.5825274,Low-EV-Adoption-States,2-Wheelers
12,0,3,23,-0.59666497,Forecast,-1.19332994,High-EV-Adoption-States,Bus
12,2,3,23,-0.23547637,Forecast,-0.47095274,Moderate-EV-Adoption-States,Bus
12,1,3,23,-0.511299,Forecast,-1.022598,Low-EV-Adoption-States,Bus
12,0,2,24,0.53556657,Forecast,1.07113314,High-EV-Adoption-States,4-Wheelers
12,2,2,24,0.05106053,Forecast,0.10212106,Moderate-EV-Adoption-States,4-Wheelers
12,1,2,24,-0.2952429,Forecast,-0.5904858,Low-EV-Adoption-States,4-Wheelers
12,0,2,25,1.2383384,Forecast,2.4766768,High-EV-Adoption-States,4-Wheelers
12,2,2,25,0.04200344,Forecast,0.08400688,Moderate-EV-Adoption-States,4-Wheelers
12,1,2,25,-0.20288454,Forecast,-0.40576908,Low-EV-Adoption-States,4-Wheelers
12,0,2,26,0.84242463,Forecast,1.68484926,High-EV-Adoption-States,4-Wheelers
12,2,2,26,1.4449337,Forecast,2.8898674,Moderate-EV-Adoption-States,4-Wheelers
12,1,2,26,0.24387074,Forecast,0.48774148,Low-EV-Adoption-States,4-Wheelers
12,0,4,27,0.05068737,Forecast,0.10137474,High-EV-Adoption-States,Others
12,2,4,27,0.025572723,Forecast,0.051145446,Moderate-EV-Adoption-States,Others
12,1,4,27,0.06705117,Forecast,0.13410234,Low-EV-Adoption-States,Others
12,0,1,28,1.7343607,Forecast,3.4687214,High-EV-Adoption-States,3-Wheelers
12,2,1,28,1.7756312,Forecast,3.5512624,Moderate-EV-Adoption-States,3-Wheelers
12,1,1,28,1.6795954,Forecast,3.3591908,Low-EV-Adoption-States,3-Wheelers
12,0,1,29,2.5854142,Forecast,5.1708284,High-EV-Adoption-States,3-Wheelers
12,2,1,29,2.8265727,Forecast,5.6531454,Moderate-EV-Adoption-States,3-Wheelers
12,1,1,29,2.7517786,Forecast,5.5035572,Low-EV-Adoption-States,3-Wheelers
12,0,1,30,2.62012,Forecast,5.24024,High-EV-Adoption-States,3-Wheelers
12,2,1,30,1.0901232,Forecast,2.1802464,Moderate-EV-Adoption-States,3-Wheelers
12,1,1,30,0.37507722,Forecast,0.75015444,Low-EV-Adoption-States,3-Wheelers
12,0,4,31,0.14065506,Forecast,0.28131012,High-EV-Adoption-States,Others
12,2,4,31,0.118425004,Forecast,0.236850008,Moderate-EV-Adoption-States,Others
12,1,4,31,-0.03728004,Forecast,-0.07456008,Low-EV-Adoption-States,Others
